HOG,OG,Gene.Tree.Parent.Clade,cnat_ref_proteome,mcav_ref_proteome,ofav_ref_proteome,ofra_ref_proteome
N0.HOG0027926,OG0013260,n0,TRINITY_DN35452_c0_g1_i5.p1,TRINITY_DN47776_c0_g1_i1.p1,TRINITY_DN194500_c0_g1_i1.p1,TRINITY_DN40654_c0_g1_i5.p1
N0.HOG0027927,OG0013261,n0,TRINITY_DN354595_c0_g1_i1.p1,TRINITY_DN221502_c0_g1_i2.p1,TRINITY_DN589582_c0_g1_i1.p1,TRINITY_DN167757_c0_g1_i1.p1
N0.HOG0027928,OG0013262,n0,TRINITY_DN35485_c0_g1_i2.p1,TRINITY_DN37230_c0_g1_i13.p1,TRINITY_DN64853_c0_g1_i12.p1,TRINITY_DN67452_c0_g1_i2.p1
N0.HOG0027929,OG0013263,n0,TRINITY_DN35494_c0_g1_i1.p1,TRINITY_DN8092_c0_g1_i2.p1,TRINITY_DN11690_c0_g1_i8.p1,TRINITY_DN11001_c0_g1_i4.p1
N0.HOG0027930,OG0013264,n0,TRINITY_DN3549_c0_g1_i1.p1,TRINITY_DN12813_c0_g1_i1.p1,TRINITY_DN6441_c0_g1_i2.p1,TRINITY_DN5513_c0_g1_i4.p1
N0.HOG0027931,OG0013265,n0,TRINITY_DN3550_c0_g1_i1.p1,TRINITY_DN20504_c0_g1_i7.p1,TRINITY_DN1083_c1_g1_i3.p1,TRINITY_DN5508_c0_g1_i5.p1
N0.HOG0027932,OG0013266,n0,TRINITY_DN35528_c0_g1_i3.p1,TRINITY_DN38928_c0_g1_i1.p1,TRINITY_DN61617_c0_g1_i3.p1,TRINITY_DN76762_c0_g1_i7.p1
N0.HOG0027933,OG0013267,n0,TRINITY_DN35544_c0_g1_i3.p1,TRINITY_DN29234_c0_g1_i4.p1,TRINITY_DN28450_c1_g1_i7.p1,TRINITY_DN10476_c1_g1_i2.p1
N0.HOG0027934,OG0013268,n0,TRINITY_DN35546_c0_g1_i1.p1,TRINITY_DN54381_c0_g1_i7.p1,TRINITY_DN256111_c0_g1_i9.p1,TRINITY_DN40344_c0_g1_i1.p1
N0.HOG0027935,OG0013269,n0,TRINITY_DN3556_c0_g1_i2.p1,TRINITY_DN12856_c0_g1_i1.p1,TRINITY_DN14549_c0_g1_i2.p1,TRINITY_DN1967_c0_g1_i3.p1
N0.HOG0027936,OG0013270,n0,TRINITY_DN3561_c0_g1_i6.p1,TRINITY_DN7698_c0_g1_i12.p1,TRINITY_DN1084_c0_g1_i1.p1,TRINITY_DN3025_c0_g1_i2.p1
N0.HOG0027937,OG0013271,n0,TRINITY_DN3565_c0_g1_i4.p1,TRINITY_DN20924_c0_g1_i5.p1,TRINITY_DN3856_c1_g1_i4.p1,TRINITY_DN9890_c0_g1_i7.p1
N0.HOG0027938,OG0013272,n0,TRINITY_DN3566_c0_g1_i2.p1,TRINITY_DN2429_c0_g1_i1.p1,TRINITY_DN11536_c0_g1_i6.p1,TRINITY_DN18957_c0_g1_i2.p1
N0.HOG0027939,OG0013273,n0,TRINITY_DN3567_c0_g1_i8.p1,TRINITY_DN13534_c0_g1_i7.p1,TRINITY_DN20898_c0_g1_i2.p1,TRINITY_DN7772_c0_g1_i5.p1
N0.HOG0027940,OG0013274,n0,TRINITY_DN3569_c0_g1_i1.p1,TRINITY_DN6591_c0_g1_i10.p1,TRINITY_DN9647_c0_g2_i4.p1,TRINITY_DN6390_c0_g1_i2.p1
N0.HOG0027941,OG0013275,n0,TRINITY_DN3570_c0_g1_i17.p1,TRINITY_DN13606_c0_g1_i16.p1,TRINITY_DN28604_c0_g1_i2.p1,TRINITY_DN6208_c1_g1_i6.p1
N0.HOG0027942,OG0013276,n0,TRINITY_DN3572_c0_g1_i5.p1,TRINITY_DN18734_c0_g1_i2.p1,TRINITY_DN46159_c0_g1_i2.p1,TRINITY_DN16185_c0_g1_i2.p1
N0.HOG0027943,OG0013277,n0,TRINITY_DN35762_c1_g1_i6.p1,TRINITY_DN16021_c0_g1_i5.p1,TRINITY_DN81673_c0_g1_i4.p1,TRINITY_DN284034_c0_g1_i8.p1
N0.HOG0027944,OG0013278,n0,TRINITY_DN35769_c0_g1_i10.p1,TRINITY_DN21871_c0_g1_i2.p1,TRINITY_DN1801_c0_g1_i5.p1,TRINITY_DN9330_c0_g1_i12.p1
N0.HOG0027946,OG0013280,n0,TRINITY_DN35772_c0_g1_i1.p1,TRINITY_DN67535_c0_g1_i2.p1,TRINITY_DN181484_c0_g1_i2.p1,TRINITY_DN130743_c0_g1_i2.p1
N0.HOG0027947,OG0013281,n0,TRINITY_DN35774_c0_g1_i5.p1,TRINITY_DN3706_c0_g1_i6.p1,TRINITY_DN8365_c0_g1_i1.p1,TRINITY_DN5195_c0_g1_i3.p1
N0.HOG0027948,OG0013282,n0,TRINITY_DN357_c0_g1_i2.p1,TRINITY_DN4508_c0_g1_i12.p1,TRINITY_DN20447_c0_g1_i7.p1,TRINITY_DN5109_c0_g1_i8.p1
N0.HOG0027949,OG0013283,n0,TRINITY_DN3580_c1_g1_i11.p1,TRINITY_DN25433_c0_g1_i2.p1,TRINITY_DN14758_c0_g1_i3.p1,TRINITY_DN14587_c0_g1_i8.p1
N0.HOG0027950,OG0013284,n0,TRINITY_DN35818_c0_g1_i10.p1,TRINITY_DN2143_c0_g1_i4.p1,TRINITY_DN1650_c1_g1_i3.p1,TRINITY_DN585_c1_g1_i9.p1
N0.HOG0027951,OG0013285,n0,TRINITY_DN35840_c0_g1_i15.p1,TRINITY_DN1618_c0_g1_i1.p1,TRINITY_DN26832_c0_g1_i3.p1,TRINITY_DN12125_c0_g1_i8.p1
N0.HOG0027952,OG0013286,n0,TRINITY_DN3584_c0_g1_i5.p1,TRINITY_DN51094_c0_g1_i12.p1,TRINITY_DN5994_c1_g1_i1.p1,TRINITY_DN12323_c0_g1_i5.p1
N0.HOG0027953,OG0013287,n0,TRINITY_DN3587_c0_g1_i7.p1,TRINITY_DN9431_c3_g1_i9.p1,TRINITY_DN2270_c1_g1_i9.p1,TRINITY_DN5314_c0_g1_i4.p1
N0.HOG0027954,OG0013288,n0,TRINITY_DN3587_c3_g1_i2.p1,TRINITY_DN7047_c0_g1_i4.p1,TRINITY_DN44635_c0_g1_i3.p1,TRINITY_DN7166_c2_g2_i4.p1
N0.HOG0027955,OG0013289,n0,TRINITY_DN35901_c0_g1_i5.p1,TRINITY_DN13954_c0_g3_i1.p1,TRINITY_DN18759_c0_g1_i2.p1,TRINITY_DN61776_c0_g1_i1.p1
N0.HOG0027956,OG0013290,n0,TRINITY_DN35908_c0_g1_i1.p1,TRINITY_DN2681_c0_g1_i11.p1,TRINITY_DN5236_c0_g1_i7.p1,TRINITY_DN10553_c0_g1_i5.p1
N0.HOG0027957,OG0013291,n0,TRINITY_DN3590_c0_g1_i12.p1,TRINITY_DN8133_c0_g1_i3.p1,TRINITY_DN4285_c0_g1_i2.p1,TRINITY_DN4263_c0_g1_i7.p1
N0.HOG0027958,OG0013292,n0,TRINITY_DN35911_c0_g1_i1.p1,TRINITY_DN13008_c0_g1_i1.p1,TRINITY_DN11036_c1_g1_i1.p1,TRINITY_DN7774_c0_g1_i6.p1
N0.HOG0027959,OG0013293,n0,TRINITY_DN35918_c0_g1_i1.p1,TRINITY_DN3286_c0_g1_i5.p2,TRINITY_DN74047_c0_g1_i3.p1,TRINITY_DN288547_c0_g1_i5.p1
N0.HOG0027960,OG0013294,n0,TRINITY_DN35924_c0_g1_i18.p1,TRINITY_DN13568_c0_g1_i5.p1,TRINITY_DN11968_c1_g1_i8.p1,TRINITY_DN17567_c0_g1_i2.p1
N0.HOG0027961,OG0013295,n0,TRINITY_DN35942_c0_g1_i3.p1,TRINITY_DN293083_c0_g1_i5.p1,TRINITY_DN4537_c7_g1_i1.p1,TRINITY_DN2503_c0_g1_i3.p1
N0.HOG0027964,OG0013298,n0,TRINITY_DN3603_c1_g1_i10.p1,TRINITY_DN84338_c0_g1_i4.p1,TRINITY_DN5254_c0_g2_i5.p1,TRINITY_DN12825_c0_g1_i1.p1
N0.HOG0027965,OG0013299,n0,TRINITY_DN36040_c0_g1_i3.p1,TRINITY_DN44025_c0_g1_i1.p1,TRINITY_DN15248_c0_g1_i2.p1,TRINITY_DN88283_c0_g1_i1.p1
N0.HOG0027966,OG0013300,n0,TRINITY_DN36045_c0_g1_i3.p1,TRINITY_DN26177_c0_g1_i3.p1,TRINITY_DN46389_c0_g1_i3.p1,TRINITY_DN93611_c0_g1_i9.p1
N0.HOG0027968,OG0013302,n0,TRINITY_DN3605_c0_g2_i1.p2,TRINITY_DN19699_c0_g1_i1.p1,TRINITY_DN497_c0_g1_i1.p1,TRINITY_DN1235_c0_g1_i2.p1
N0.HOG0027970,OG0013304,n0,TRINITY_DN36085_c0_g1_i2.p1,TRINITY_DN454408_c0_g1_i1.p1,TRINITY_DN7610_c0_g1_i4.p1,TRINITY_DN12809_c0_g1_i1.p2
N0.HOG0027971,OG0013305,n0,TRINITY_DN36119_c0_g1_i3.p1,TRINITY_DN125229_c0_g1_i3.p1,TRINITY_DN29846_c0_g1_i2.p1,TRINITY_DN82488_c0_g1_i2.p1
N0.HOG0027972,OG0013306,n0,TRINITY_DN3612_c0_g1_i2.p1,TRINITY_DN8147_c0_g1_i5.p1,TRINITY_DN9946_c1_g1_i8.p1,TRINITY_DN10402_c0_g1_i1.p1
N0.HOG0027974,OG0013308,n0,TRINITY_DN36177_c0_g1_i14.p1,TRINITY_DN982_c0_g1_i8.p1,TRINITY_DN451_c3_g1_i5.p1,TRINITY_DN4827_c0_g1_i5.p1
N0.HOG0027975,OG0013309,n0,TRINITY_DN36195_c0_g1_i2.p1,TRINITY_DN150316_c0_g1_i1.p1,TRINITY_DN17551_c0_g1_i1.p1,TRINITY_DN21240_c0_g1_i2.p1
N0.HOG0027976,OG0013310,n0,TRINITY_DN36205_c0_g1_i3.p1,TRINITY_DN22617_c0_g1_i24.p1,TRINITY_DN11658_c0_g1_i7.p1,TRINITY_DN25967_c1_g1_i4.p1
N0.HOG0027977,OG0013311,n0,TRINITY_DN36211_c0_g1_i3.p1,TRINITY_DN94556_c1_g1_i1.p1,TRINITY_DN33849_c0_g1_i3.p1,TRINITY_DN17484_c0_g1_i2.p1
N0.HOG0027978,OG0013312,n0,TRINITY_DN36218_c0_g1_i6.p1,TRINITY_DN15669_c0_g1_i3.p1,TRINITY_DN67020_c0_g1_i9.p1,TRINITY_DN37090_c0_g1_i1.p1
N0.HOG0027980,OG0013314,n0,TRINITY_DN3626_c0_g1_i7.p1,TRINITY_DN3905_c0_g2_i1.p1,TRINITY_DN21853_c0_g1_i2.p1,TRINITY_DN16234_c0_g1_i2.p1
N0.HOG0027981,OG0013315,n0,TRINITY_DN36282_c0_g1_i1.p1,TRINITY_DN30020_c0_g1_i2.p1,TRINITY_DN141706_c0_g1_i3.p1,TRINITY_DN266929_c0_g1_i5.p1
N0.HOG0027982,OG0013316,n0,TRINITY_DN36284_c0_g1_i7.p1,TRINITY_DN15406_c0_g3_i1.p1,TRINITY_DN257081_c0_g1_i5.p1,TRINITY_DN146999_c0_g1_i1.p1
N0.HOG0027983,OG0013317,n0,TRINITY_DN3628_c1_g1_i12.p1,TRINITY_DN14692_c0_g1_i10.p1,TRINITY_DN18624_c0_g1_i1.p1,TRINITY_DN7606_c0_g1_i5.p1
N0.HOG0027984,OG0013318,n0,TRINITY_DN362_c0_g1_i10.p1,TRINITY_DN67772_c0_g1_i7.p1,TRINITY_DN1925_c0_g1_i8.p1,TRINITY_DN3011_c0_g1_i9.p1
N0.HOG0027985,OG0013319,n0,TRINITY_DN362_c1_g1_i2.p1,TRINITY_DN31336_c0_g1_i2.p1,TRINITY_DN13606_c0_g1_i4.p1,TRINITY_DN20622_c0_g1_i3.p1
N0.HOG0027986,OG0013320,n0,TRINITY_DN3630_c0_g1_i3.p1,TRINITY_DN5402_c2_g2_i3.p1,TRINITY_DN8355_c0_g1_i6.p1,TRINITY_DN2241_c0_g1_i1.p1
N0.HOG0027987,OG0013321,n0,TRINITY_DN3632_c0_g1_i1.p1,TRINITY_DN2588_c0_g1_i12.p1,TRINITY_DN6835_c0_g1_i4.p1,TRINITY_DN5134_c0_g1_i12.p1
N0.HOG0027988,OG0013322,n0,TRINITY_DN36339_c0_g1_i10.p1,TRINITY_DN16858_c0_g1_i6.p1,TRINITY_DN49918_c0_g1_i11.p1,TRINITY_DN39244_c0_g1_i3.p1
N0.HOG0027989,OG0013323,n0,TRINITY_DN3633_c0_g1_i2.p1,TRINITY_DN5498_c0_g2_i1.p1,TRINITY_DN9517_c0_g1_i10.p1,TRINITY_DN10673_c0_g1_i8.p1
N0.HOG0027990,OG0013324,n0,TRINITY_DN3635_c0_g1_i6.p1,TRINITY_DN6923_c0_g2_i1.p1,TRINITY_DN7031_c0_g1_i3.p1,TRINITY_DN2599_c0_g1_i1.p1
N0.HOG0027991,OG0013325,n0,TRINITY_DN3641_c0_g1_i6.p1,TRINITY_DN25968_c0_g1_i1.p1,TRINITY_DN31826_c0_g1_i2.p1,TRINITY_DN29082_c0_g1_i3.p1
N0.HOG0027993,OG0013327,n0,TRINITY_DN3648_c0_g1_i13.p1,TRINITY_DN1448_c0_g1_i7.p1,TRINITY_DN6866_c0_g1_i6.p1,TRINITY_DN3527_c0_g1_i13.p2
N0.HOG0027995,OG0013329,n0,TRINITY_DN3650_c0_g1_i22.p1,TRINITY_DN5534_c0_g1_i11.p1,TRINITY_DN3508_c0_g1_i6.p1,TRINITY_DN21727_c0_g1_i2.p1
N0.HOG0027996,OG0013330,n0,TRINITY_DN36522_c0_g1_i2.p1,TRINITY_DN42350_c0_g1_i3.p1,TRINITY_DN31856_c1_g1_i1.p1,TRINITY_DN9551_c0_g1_i1.p1
N0.HOG0027997,OG0013331,n0,TRINITY_DN36536_c0_g1_i8.p1,TRINITY_DN33912_c1_g1_i7.p1,TRINITY_DN15660_c0_g1_i8.p1,TRINITY_DN23477_c0_g1_i2.p1
N0.HOG0027998,OG0013332,n0,TRINITY_DN3654_c0_g1_i1.p1,TRINITY_DN12274_c0_g1_i1.p1,TRINITY_DN15900_c0_g1_i2.p1,TRINITY_DN11447_c0_g1_i4.p1
N0.HOG0027999,OG0013333,n0,TRINITY_DN36580_c0_g1_i1.p1,TRINITY_DN40144_c0_g1_i4.p1,TRINITY_DN38706_c0_g1_i2.p1,TRINITY_DN36368_c0_g1_i3.p1
N0.HOG0028000,OG0013334,n0,TRINITY_DN3658_c0_g1_i6.p1,TRINITY_DN1042_c0_g1_i71.p1,TRINITY_DN4643_c0_g1_i1.p1,TRINITY_DN4779_c0_g1_i6.p1
N0.HOG0028001,OG0013335,n0,TRINITY_DN36593_c0_g1_i1.p1,TRINITY_DN43887_c0_g1_i2.p1,TRINITY_DN19797_c0_g1_i4.p1,TRINITY_DN27196_c0_g1_i7.p1
N0.HOG0028002,OG0013336,n0,TRINITY_DN36607_c0_g1_i11.p1,TRINITY_DN10570_c0_g1_i1.p1,TRINITY_DN9384_c0_g1_i4.p1,TRINITY_DN9951_c0_g1_i14.p1
N0.HOG0028003,OG0013337,n0,TRINITY_DN36611_c0_g1_i1.p1,TRINITY_DN153826_c0_g1_i5.p1,TRINITY_DN75715_c0_g1_i2.p1,TRINITY_DN106694_c0_g1_i2.p1
N0.HOG0028004,OG0013338,n0,TRINITY_DN3661_c0_g1_i6.p1,TRINITY_DN27089_c1_g1_i1.p1,TRINITY_DN12788_c1_g1_i6.p1,TRINITY_DN328_c0_g1_i7.p1
N0.HOG0028005,OG0013339,n0,TRINITY_DN36638_c0_g1_i1.p1,TRINITY_DN142627_c0_g1_i9.p1,TRINITY_DN59575_c0_g1_i10.p1,TRINITY_DN79504_c0_g1_i3.p1
N0.HOG0028006,OG0013340,n0,TRINITY_DN3664_c0_g1_i2.p1,TRINITY_DN6310_c0_g1_i1.p1,TRINITY_DN15946_c0_g1_i5.p1,TRINITY_DN10891_c0_g1_i1.p1
N0.HOG0028007,OG0013341,n0,TRINITY_DN36666_c0_g1_i3.p1,TRINITY_DN151408_c0_g1_i7.p1,TRINITY_DN273_c3_g1_i7.p1,TRINITY_DN1091_c0_g1_i1.p1
N0.HOG0028008,OG0013342,n0,TRINITY_DN3666_c0_g1_i5.p1,TRINITY_DN2317_c3_g1_i2.p1,TRINITY_DN16526_c0_g1_i4.p1,TRINITY_DN12177_c0_g1_i2.p1
N0.HOG0028009,OG0013343,n0,TRINITY_DN3667_c0_g1_i8.p1,TRINITY_DN3591_c1_g1_i14.p1,TRINITY_DN7810_c2_g1_i2.p1,TRINITY_DN13751_c0_g1_i2.p1
N0.HOG0028010,OG0013344,n0,TRINITY_DN36734_c0_g1_i12.p1,TRINITY_DN130399_c0_g1_i2.p1,TRINITY_DN10033_c0_g1_i10.p1,TRINITY_DN463839_c0_g1_i1.p1
N0.HOG0028011,OG0013345,n0,TRINITY_DN36749_c0_g1_i5.p1,TRINITY_DN170098_c0_g1_i8.p1,TRINITY_DN325090_c0_g1_i1.p1,TRINITY_DN461791_c0_g1_i1.p1
N0.HOG0028012,OG0013346,n0,TRINITY_DN3674_c0_g2_i1.p1,TRINITY_DN89701_c0_g1_i5.p1,TRINITY_DN82273_c0_g1_i7.p1,TRINITY_DN35870_c0_g1_i5.p1
N0.HOG0028013,OG0013347,n0,TRINITY_DN3675_c0_g1_i11.p1,TRINITY_DN902_c0_g1_i13.p1,TRINITY_DN8713_c0_g1_i10.p2,TRINITY_DN3174_c0_g1_i7.p2
N0.HOG0028014,OG0013348,n0,TRINITY_DN36769_c0_g1_i8.p1,TRINITY_DN50635_c0_g1_i1.p1,TRINITY_DN60870_c0_g1_i10.p1,TRINITY_DN71918_c0_g1_i3.p1
N0.HOG0028015,OG0013349,n0,TRINITY_DN36787_c0_g1_i14.p1,TRINITY_DN29944_c0_g1_i5.p1,TRINITY_DN10748_c0_g1_i12.p1,TRINITY_DN35961_c0_g1_i3.p1
N0.HOG0028016,OG0013350,n0,TRINITY_DN36860_c1_g1_i4.p1,TRINITY_DN12178_c0_g1_i2.p1,TRINITY_DN38418_c0_g1_i7.p1,TRINITY_DN28263_c0_g1_i7.p1
N0.HOG0028017,OG0013351,n0,TRINITY_DN3686_c0_g1_i1.p1,TRINITY_DN6667_c0_g1_i8.p1,TRINITY_DN6529_c0_g1_i2.p1,TRINITY_DN11098_c0_g1_i2.p1
N0.HOG0028018,OG0013352,n0,TRINITY_DN368_c0_g1_i25.p1,TRINITY_DN22783_c0_g1_i1.p1,TRINITY_DN149894_c0_g1_i1.p1,TRINITY_DN100134_c0_g1_i1.p1
N0.HOG0028020,OG0013354,n0,TRINITY_DN3691_c0_g1_i4.p1,TRINITY_DN31842_c0_g1_i1.p1,TRINITY_DN7460_c0_g1_i14.p1,TRINITY_DN1101_c0_g1_i3.p1
N0.HOG0028021,OG0013355,n0,TRINITY_DN3692_c1_g1_i7.p1,TRINITY_DN1377_c0_g1_i4.p1,TRINITY_DN11797_c3_g1_i1.p1,TRINITY_DN4953_c1_g1_i1.p1
N0.HOG0028022,OG0013356,n0,TRINITY_DN36945_c0_g1_i5.p1,TRINITY_DN12869_c0_g1_i7.p1,TRINITY_DN4050_c0_g1_i4.p1,TRINITY_DN19223_c0_g1_i1.p1
N0.HOG0028023,OG0013357,n0,TRINITY_DN36960_c0_g1_i12.p1,TRINITY_DN67917_c0_g1_i3.p1,TRINITY_DN61214_c0_g1_i2.p1,TRINITY_DN202046_c0_g1_i4.p1
N0.HOG0028024,OG0013358,n0,TRINITY_DN3697_c0_g1_i6.p1,TRINITY_DN6324_c0_g1_i4.p1,TRINITY_DN6896_c0_g1_i6.p1,TRINITY_DN4236_c0_g1_i7.p1
N0.HOG0028025,OG0013359,n0,TRINITY_DN36980_c0_g1_i12.p1,TRINITY_DN17646_c3_g1_i9.p1,TRINITY_DN33780_c0_g1_i2.p1,TRINITY_DN25727_c0_g1_i4.p1
N0.HOG0028026,OG0013360,n0,TRINITY_DN37004_c0_g1_i6.p1,TRINITY_DN8931_c0_g1_i3.p1,TRINITY_DN17274_c0_g1_i1.p1,TRINITY_DN694_c1_g1_i9.p1
N0.HOG0028027,OG0013361,n0,TRINITY_DN37006_c0_g1_i1.p1,TRINITY_DN20313_c0_g1_i5.p1,TRINITY_DN462_c3_g1_i4.p1,TRINITY_DN11014_c0_g1_i3.p1
N0.HOG0028028,OG0013362,n0,TRINITY_DN3701_c1_g1_i1.p1,TRINITY_DN23103_c0_g1_i1.p1,TRINITY_DN17855_c0_g1_i2.p1,TRINITY_DN4187_c1_g1_i6.p1
N0.HOG0028029,OG0013363,n0,TRINITY_DN37030_c0_g1_i1.p2,TRINITY_DN28077_c0_g1_i8.p3,TRINITY_DN30104_c0_g1_i6.p2,TRINITY_DN33374_c3_g1_i2.p3
N0.HOG0028030,OG0013364,n0,TRINITY_DN3704_c0_g1_i6.p1,TRINITY_DN13553_c0_g1_i8.p1,TRINITY_DN4716_c0_g1_i4.p1,TRINITY_DN4095_c0_g1_i5.p1
N0.HOG0028031,OG0013365,n0,TRINITY_DN37077_c0_g1_i4.p1,TRINITY_DN6171_c0_g1_i3.p1,TRINITY_DN8826_c1_g1_i5.p1,TRINITY_DN1948_c1_g1_i3.p1
N0.HOG0028032,OG0013366,n0,TRINITY_DN3707_c0_g1_i15.p1,TRINITY_DN14160_c0_g1_i10.p1,TRINITY_DN11999_c1_g1_i7.p1,TRINITY_DN17788_c0_g2_i1.p1
N0.HOG0028033,OG0013367,n0,TRINITY_DN37085_c0_g1_i6.p1,TRINITY_DN9957_c1_g1_i21.p1,TRINITY_DN63776_c0_g1_i6.p1,TRINITY_DN9047_c0_g1_i3.p1
N0.HOG0028034,OG0013368,n0,TRINITY_DN3708_c0_g1_i7.p1,TRINITY_DN13133_c0_g1_i4.p1,TRINITY_DN7442_c1_g1_i3.p1,TRINITY_DN3984_c0_g1_i4.p1
N0.HOG0028035,OG0013369,n0,TRINITY_DN3712_c0_g1_i2.p1,TRINITY_DN20991_c0_g1_i1.p1,TRINITY_DN11441_c0_g1_i1.p1,TRINITY_DN9866_c0_g1_i21.p1
N0.HOG0028036,OG0013370,n0,TRINITY_DN37137_c0_g1_i5.p1,TRINITY_DN6167_c0_g1_i8.p1,TRINITY_DN22218_c0_g1_i8.p1,TRINITY_DN12465_c0_g1_i3.p1
N0.HOG0028037,OG0013371,n0,TRINITY_DN3713_c0_g1_i21.p1,TRINITY_DN6673_c0_g1_i2.p1,TRINITY_DN7155_c0_g1_i12.p1,TRINITY_DN9756_c0_g1_i2.p1
N0.HOG0028038,OG0013372,n0,TRINITY_DN37169_c0_g1_i2.p1,TRINITY_DN20750_c0_g1_i2.p1,TRINITY_DN33972_c0_g1_i1.p1,TRINITY_DN21444_c0_g1_i2.p1
N0.HOG0028039,OG0013373,n0,TRINITY_DN372217_c0_g1_i1.p1,TRINITY_DN99671_c0_g1_i1.p1,TRINITY_DN403126_c0_g1_i1.p1,TRINITY_DN95860_c0_g1_i2.p1
N0.HOG0028040,OG0013374,n0,TRINITY_DN37238_c0_g1_i2.p1,TRINITY_DN7842_c0_g1_i3.p2,TRINITY_DN25064_c0_g1_i2.p1,TRINITY_DN6273_c0_g1_i7.p1
N0.HOG0028041,OG0013375,n0,TRINITY_DN37299_c0_g1_i3.p1,TRINITY_DN162661_c0_g1_i2.p1,TRINITY_DN123208_c0_g2_i1.p1,TRINITY_DN166450_c0_g1_i2.p1
N0.HOG0028042,OG0013376,n0,TRINITY_DN3729_c0_g1_i1.p1,TRINITY_DN4515_c0_g1_i6.p1,TRINITY_DN3819_c0_g1_i5.p1,TRINITY_DN6904_c1_g1_i1.p1
N0.HOG0028043,OG0013377,n0,TRINITY_DN37303_c0_g1_i3.p1,TRINITY_DN125534_c0_g1_i17.p1,TRINITY_DN176745_c0_g1_i3.p1,TRINITY_DN205428_c0_g1_i3.p1
N0.HOG0028044,OG0013378,n0,TRINITY_DN37306_c1_g1_i1.p1,TRINITY_DN19423_c0_g1_i1.p1,TRINITY_DN43009_c0_g1_i11.p1,TRINITY_DN31953_c0_g1_i12.p1
N0.HOG0028045,OG0013379,n0,TRINITY_DN37320_c0_g1_i10.p1,TRINITY_DN23443_c0_g1_i6.p1,TRINITY_DN72171_c0_g1_i18.p1,TRINITY_DN41994_c0_g1_i5.p1
N0.HOG0028046,OG0013380,n0,TRINITY_DN3732_c0_g1_i2.p1,TRINITY_DN7121_c0_g1_i1.p1,TRINITY_DN3964_c0_g1_i4.p1,TRINITY_DN1940_c0_g1_i7.p1
N0.HOG0028047,OG0013381,n0,TRINITY_DN37347_c1_g1_i2.p1,TRINITY_DN24382_c1_g1_i10.p1,TRINITY_DN25716_c0_g1_i1.p1,TRINITY_DN66879_c0_g1_i13.p1
N0.HOG0028048,OG0013382,n0,TRINITY_DN37361_c0_g1_i4.p1,TRINITY_DN39487_c0_g1_i2.p1,TRINITY_DN63543_c0_g1_i3.p1,TRINITY_DN62168_c0_g1_i2.p1
N0.HOG0028049,OG0013383,n0,TRINITY_DN37364_c0_g1_i1.p1,TRINITY_DN9964_c0_g1_i3.p1,TRINITY_DN11592_c0_g1_i1.p2,TRINITY_DN18574_c0_g1_i4.p2
N0.HOG0028050,OG0013384,n0,TRINITY_DN37411_c0_g1_i1.p1,TRINITY_DN59544_c0_g1_i6.p1,TRINITY_DN235053_c0_g1_i2.p1,TRINITY_DN45097_c0_g1_i2.p1
N0.HOG0028051,OG0013385,n0,TRINITY_DN374229_c0_g1_i1.p1,TRINITY_DN10806_c0_g1_i1.p1,TRINITY_DN12159_c0_g1_i1.p1,TRINITY_DN4058_c0_g1_i3.p1
N0.HOG0028052,OG0013386,n0,TRINITY_DN3745_c0_g1_i4.p1,TRINITY_DN6812_c0_g1_i3.p1,TRINITY_DN15365_c0_g1_i5.p1,TRINITY_DN17426_c0_g1_i2.p1
N0.HOG0028053,OG0013387,n0,TRINITY_DN37460_c0_g1_i2.p1,TRINITY_DN10020_c0_g1_i3.p1,TRINITY_DN17672_c1_g1_i1.p1,TRINITY_DN22474_c0_g1_i7.p1
N0.HOG0028054,OG0013388,n0,TRINITY_DN3748_c0_g1_i10.p1,TRINITY_DN15636_c0_g1_i6.p1,TRINITY_DN107012_c0_g1_i4.p1,TRINITY_DN19300_c0_g1_i6.p1
N0.HOG0028055,OG0013389,n0,TRINITY_DN375072_c0_g1_i1.p1,TRINITY_DN47551_c0_g1_i1.p1,TRINITY_DN7039_c0_g1_i1.p1,TRINITY_DN18082_c0_g1_i3.p1
N0.HOG0028056,OG0013390,n0,TRINITY_DN3750_c0_g1_i8.p2,TRINITY_DN11329_c0_g1_i9.p2,TRINITY_DN5299_c0_g1_i3.p2,TRINITY_DN9248_c0_g1_i18.p2
N0.HOG0028057,OG0013391,n0,TRINITY_DN37536_c0_g1_i1.p1,TRINITY_DN17485_c0_g1_i1.p1,TRINITY_DN262934_c0_g1_i4.p1,TRINITY_DN36994_c0_g1_i1.p1
N0.HOG0028058,OG0013392,n0,TRINITY_DN375691_c0_g1_i1.p1,TRINITY_DN40154_c0_g1_i6.p1,TRINITY_DN12142_c0_g1_i1.p1,TRINITY_DN9911_c0_g1_i3.p1
N0.HOG0028059,OG0013393,n0,TRINITY_DN375726_c0_g1_i1.p1,TRINITY_DN5305_c0_g1_i2.p1,TRINITY_DN68658_c0_g1_i2.p1,TRINITY_DN150422_c0_g1_i2.p1
N0.HOG0028060,OG0013394,n0,TRINITY_DN3759_c0_g1_i3.p1,TRINITY_DN8367_c0_g1_i5.p1,TRINITY_DN19505_c0_g1_i10.p1,TRINITY_DN11904_c0_g1_i8.p1
